loading,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,id,failure,kfold
100.63,17.885,12.358,16.211,15.647,10.946,19.18,11.765,15.795,18.732,13.46,15.6285,19.825,15.519,16.332,701.0245,13654,0,0
82.33,18.843,11.016,17.499,17.195,11.116,19.021,11.856,16.039,19.061,10.963,15.096,17.44,13.461,18.262,751.032,16217,0,0
85.96,16.184,12.529,17.755,18.504,11.747,17.304,10.63,15.753,20.853,13.258,16.124,19.438,19.211,13.395,555.202,16100,0,0
91.75,18.483,10.864,17.802,18.832,11.86,21.013,11.244,17.82,17.38,11.448,15.751,15.154,14.98,15.337,920.59,286,0,0
130.96,16.41,11.457,17.248,17.516,12.749,19.355,13.417,16.162,20.002,12.236,16.635,14.496,14.368,16.864,781.869,2395,0,0
76.08,17.573,11.237,16.701,17.266,13.158,21.172,11.226,15.792,17.185,12.085,14.879,20.57,17.166,16.436,924.249,12998,0,0
186.54,19.305,11.296,18.532,18.007,10.99,20.995,11.794,14.791,20.466,12.16,16.611,16.04,15.56,17.194,704.47,7562,0,0
81.89,18.563,12.79,17.899,18.161,11.712,18.521,10.539,16.934,19.88,9.775,15.088,13.717,14.433,17.129,845.442,18713,0,0
107.06,18.137,11.078,16.729,18.735,12.171,17.193,10.933,15.981,18.622,13.946,15.395,15.477,14.969,17.31,568.576,2536,1,0
117.63,16.811,11.489,17.553,18.225,11.082,19.505,11.306,15.333,21.862,12.831,15.88,17.262,18.559,16.204,740.46,15332,0,0
95.59,18.846,11.16,17.475,19.284,11.015,18.743,11.376,16.478,19.224,11.807,18.263,13.637,16.353,16.517,806.198,23522,1,0
123.65,18.244,12.003,17.301,17.978,12.501,20.25,12.555,16.127,19.639,11.553,16.737,15.328,14.969,16.372,875.767,26005,0,0
97.87,18.666,13.412,17.871,17.085,11.314,17.978,10.467,16.055,20.127,13.0,14.697,15.409,16.979,16.112,589.93,14366,0,0
145.49,19.065,12.197,15.615,18.015,11.317,18.888,12.496,16.254,20.599,11.546,16.569,15.391,14.402,15.56,635.272,13165,0,0
117.81,16.996,10.95,16.67,17.516,10.111,17.424,10.862,17.853,20.431,10.218,14.584,16.183,14.302,14.943,701.0245,23824,0,0
207.93,17.787,11.527,18.473,17.69,10.96,20.11,9.486,14.444,21.472,11.163,13.462,17.008,13.84,15.385,636.405,8111,0,0
173.49,20.304,10.917,18.703,18.815,11.74,19.435,11.43,14.48,21.241,9.771,13.087,15.088,14.969,15.838,903.205,23986,0,0
59.06,17.46,11.369,18.131,18.956,10.54,18.356,12.175,14.295,20.836,12.16,16.022,14.029,16.098,16.006,680.193,11199,0,0
118.57,18.164,13.804,16.829,16.857,10.9,17.872,10.96,14.587,19.988,12.746,15.865,15.489,15.879,18.724,659.233,22571,0,0
141.22,18.195,11.733,14.488,18.222,13.436,19.865,11.853,18.51,19.97,10.085,15.207,16.479,14.795,18.159,629.155,23669,0,0
183.25,19.556,10.375,19.14,16.891,11.991,18.653,13.586,17.826,20.071,14.17,15.135,15.067,16.287,17.534,857.938,14286,1,0
122.34,20.241,11.178,16.376,17.706,12.973,20.882,11.602,17.21,16.576,12.765,16.261,16.888,15.519,16.745,811.19,9297,0,0
125.72,18.385,10.705,18.884,17.027,13.033,19.361,10.848,15.047,18.049,11.985,17.875,17.931,12.821,15.545,836.159,3451,0,0
106.47,18.641,10.924,17.351,16.908,10.536,18.422,12.248,17.276,17.22,10.698,15.6285,16.317,14.969,14.453,701.0245,9866,0,0
92.05,17.674,11.297,18.208,19.324,12.0,17.456,10.294,19.57,19.729,11.672,14.0,16.705,14.969,14.567,710.944,5362,0,0
140.33,18.995,10.591,16.237,16.841,11.663,18.886,13.364,13.066,20.055,12.766,16.362,17.121,17.568,16.097,688.017,8170,1,0
90.69,16.027,10.387,18.232,16.904,11.349,17.538,11.377,17.827,21.499,11.899,16.223,16.117,14.969,19.006,539.157,23561,0,0
198.55,16.126,12.435,15.982,18.903,12.913,18.726,10.444,19.049,19.179,14.142,15.6285,16.04,13.415,17.898,757.243,19288,1,0
117.35,18.006,12.153,17.582,17.161,10.829,17.868,12.026,15.185,20.633,10.904,16.941,16.479,14.539,16.436,612.859,724,0,0
107.11,16.685,11.462,17.711,17.565,9.639,17.337,11.049,15.237,20.149,10.168,16.293,15.355,15.481,15.988,518.681,19378,0,0
87.41,17.268,11.483,15.558,18.096,10.71,20.201,13.037,15.246,19.032,13.85,15.209,14.936,13.441,16.436,684.936,507,0,0
88.87,18.145,12.45,16.786,16.878,11.181,20.468,10.811,16.06,19.514,14.448,15.465,18.113,17.373,17.837,765.267,16083,0,0
103.8,17.92,12.712,16.733,18.688,11.02,18.634,11.901,16.518,19.973,11.522,16.395,16.04,14.648,18.157,733.025,19266,0,0
116.4,17.867,11.952,15.071,17.476,12.052,18.044,11.253,16.127,21.44,11.825,16.376,17.475,18.347,15.974,664.922,10337,0,0
99.01,19.105,12.303,17.771,17.736,12.094,18.19,13.332,13.948,19.326,10.524,15.6285,16.04,13.406,17.787,765.142,18544,0,0
164.02,18.352,12.361,15.643,18.494,12.093,19.021,9.084,14.417,20.062,12.053,15.6285,16.055,15.628,15.89,658.257,5329,0,0
126.22,16.206,9.365,16.08,18.071,11.624,19.383,10.686,16.306,19.2115,12.657,17.252,17.14,15.583,16.761,642.465,508,0,0
115.61,16.235,11.148,18.093,14.18,12.018,20.079,9.851,14.452,20.072,10.937,15.265,15.774,16.961,16.984,749.799,1059,0,0
91.87,17.855,11.316,17.132,16.399,11.509,19.021,11.329,15.929,20.264,12.568,16.17,16.672,14.969,20.322,690.146,12679,0,0
142.59,18.167,9.737,18.714,16.024,11.943,19.357,11.43,17.829,18.394,8.196,16.678,14.12,14.969,14.055,808.795,14852,0,0
109.57,18.346,11.243,17.339,17.239,13.733,17.313,13.153,15.619,17.356,13.344,15.025,16.04,15.763,15.319,574.46,23379,0,0
138.99,18.029,11.733,17.564,16.057,11.712,18.859,11.38,16.127,17.719,12.879,17.484,16.586,15.162,15.996,701.872,9178,0,0
102.28,18.994,12.986,16.443,17.651,11.343,19.729,10.698,16.678,18.889,10.525,16.057,13.93,16.226,15.427,703.206,9318,0,0
129.55,16.732,11.751,17.396,16.85,11.331,19.835,12.924,16.275,20.982,14.763,17.054,16.106,15.506,17.317,701.0245,1439,0,0
93.1,18.394,10.812,16.588,16.138,10.856,17.541,12.025,16.896,18.238,12.6,13.965,16.963,15.411,16.436,481.181,2635,0,0
107.51,18.553,11.548,17.024,16.459,12.613,18.118,12.911,18.526,19.232,14.744,15.0,16.004,12.184,19.391,605.348,19512,0,0
93.43,18.066,10.732,17.832,17.993,11.712,18.68,9.971,16.127,20.788,9.382,16.912,15.83,15.744,14.978,671.926,21914,0,0
113.66,17.105,12.459,18.71,17.516,10.406,17.9,12.513,16.312,19.38,10.651,15.84,15.118,16.146,17.012,684.705,2005,0,0
96.57,15.838,13.844,16.748,16.955,12.26,18.523,13.684,16.009,19.653,14.517,15.931,15.288,12.728,16.612,668.814,1731,0,0
279.79,16.975,12.174,17.98,18.278,11.988,19.123,10.945,14.017,18.556,12.277,16.048,14.377,16.822,14.042,826.239,17060,0,0
62.33,18.409,11.413,16.97,18.041,11.388,19.086,10.824,18.464,18.317,11.789,18.768,16.171,15.172,17.77,647.117,6191,0,0
111.3,16.763,12.177,18.123,17.454,12.088,17.733,11.994,16.127,19.122,9.933,16.721,17.799,14.412,19.664,706.435,21921,0,0
82.29,18.432,12.43,18.899,18.256,11.13,17.36,11.72,17.762,24.209,11.61,15.626,18.205,11.818,15.962,693.512,3850,0,0
103.11,18.782,11.444,17.768,19.365,11.843,18.322,10.934,17.33,19.879,10.244,13.754,17.155,14.629,17.706,905.67,19804,0,0
167.96,19.435,10.837,15.701,17.912,11.721,19.998,11.068,17.464,18.793,11.306,16.781,16.953,16.303,19.25,704.089,15735,0,0
149.24,17.042,13.384,17.582,18.356,12.38,18.827,10.299,15.65,18.231,11.677,15.6285,14.098,15.317,16.658,699.324,12360,0,0
156.16,19.45,9.795,16.08,17.878,12.352,19.079,9.25,15.606,19.2115,9.522,16.223,14.644,14.84,16.914,605.957,7229,1,0
158.64,18.703,11.962,17.731,19.312,11.234,18.653,12.111,19.007,19.695,13.752,15.961,17.359,13.77,17.651,886.941,18667,1,0
145.57,17.696,13.13,17.248,16.451,12.735,20.846,11.681,15.81,15.87,11.731,17.15,17.268,12.14,18.392,861.747,9837,0,0
118.47,17.595,12.292,16.338,16.36,11.959,19.867,11.968,17.525,19.022,11.406,14.012,13.075,12.618,18.512,702.811,2405,0,0
93.18,17.003,11.323,14.924,18.418,11.992,19.92,11.577,16.76,20.381,11.346,13.347,14.886,13.612,16.748,701.0245,21390,0,0
118.96,18.366,12.576,18.111,17.546,12.298,17.957,9.708,17.467,19.623,11.717,14.027,16.04,14.125,14.436,787.931,8265,1,0
72.06,18.702,11.968,17.584,15.805,11.605,20.58,11.459,13.587,20.984,10.819,14.71,15.478,18.35,14.099,734.521,10150,0,0
94.98,17.82,12.09,17.501,16.397,12.846,17.517,12.411,14.582,19.963,12.229,14.397,16.279,13.64,14.45,658.084,15462,0,0
97.19,18.009,13.304,18.225,16.782,12.329,20.883,13.156,19.624,19.499,11.361,14.552,14.482,14.864,15.029,913.296,7795,0,0
160.16,18.158,12.746,18.17,17.516,12.367,19.987,12.698,17.131,17.664,11.187,15.08,14.657,14.795,16.322,928.962,15444,0,0
121.51,18.8,9.904,16.635,16.147,9.825,18.517,11.321,16.971,18.214,12.588,13.413,14.246,13.766,16.436,520.995,691,1,0
87.29,17.714,13.479,18.347,15.881,9.836,18.481,11.258,17.375,18.094,11.198,15.424,16.182,14.432,14.781,619.243,12348,1,0
61.75,19.771,13.914,18.046,17.655,10.788,19.06,11.883,14.299,20.903,11.069,15.6285,13.287,14.969,16.887,913.903,26548,0,0
57.71,16.666,13.463,16.904,18.052,11.855,17.845,9.09,17.538,19.104,11.792,15.6285,15.766,15.023,17.187,698.141,8693,0,0
79.94,18.723,12.973,15.768,18.398,11.847,19.485,10.939,14.917,18.311,11.118,14.562,17.029,16.215,18.042,666.176,15932,0,0
158.84,18.077,11.566,14.779,15.974,11.103,17.589,11.155,16.324,19.445,10.815,18.394,15.307,15.872,20.095,556.091,5138,0,0
87.96,17.273,10.456,15.558,15.679,12.758,19.903,10.786,15.529,18.663,9.838,15.584,16.012,15.644,16.436,633.66,1301,0,0
128.64,17.356,11.283,16.104,18.093,14.73,18.122,12.064,14.617,20.106,10.969,16.411,14.43,15.27,17.289,773.807,18325,0,0
169.08,18.914,10.537,16.649,20.534,10.993,17.252,10.931,15.331,15.964,12.505,17.381,17.777,14.89,15.233,692.441,23305,0,0
135.67,16.882,11.124,16.388,17.134,11.465,19.776,11.121,16.636,19.704,10.815,16.144,14.788,14.681,17.66,636.029,22542,1,0
106.81,16.223,13.153,16.046,17.516,11.364,19.213,11.957,15.9,19.068,13.142,19.453,16.578,15.614,21.677,680.199,9486,0,0
102.01,18.171,12.347,18.715,17.502,9.923,18.068,10.035,15.373,18.423,12.637,17.001,14.146,15.29,17.688,571.768,14506,0,0
173.79,17.092,10.374,15.862,16.275,10.276,18.319,11.43,16.198,19.715,11.056,16.735,13.23,16.318,17.283,459.643,14577,0,0
76.23,17.848,12.21,17.368,17.516,12.033,18.261,11.605,14.24,14.742,12.22,16.653,15.716,16.866,16.436,764.728,9066,0,0
143.33,18.056,11.666,15.135,17.888,12.045,18.601,13.859,17.925,21.164,11.829,15.199,16.1,14.014,16.436,727.048,8866,1,0
138.63,19.492,11.558,17.496,19.101,11.32,20.553,9.828,16.818,20.336,11.032,15.728,15.354,16.311,17.765,869.998,947,0,0
142.02,17.756,11.624,16.806,19.017,12.001,19.426,13.192,15.852,21.578,11.717,14.197,14.958,13.752,19.601,857.494,18317,0,0
190.95,17.787,12.959,17.513,16.201,12.69,19.81,9.554,16.004,20.79,13.995,16.252,13.774,14.616,16.175,755.245,11096,0,0
165.89,17.602,12.171,17.126,16.634,9.804,19.098,11.041,16.254,19.65,13.262,13.909,15.686,14.409,17.92,525.525,21092,0,0
159.31,19.128,11.645,16.518,17.411,13.574,19.95,11.338,13.18,18.057,12.061,13.045,14.854,14.991,13.245,861.144,10076,0,0
132.06,17.248,12.779,16.459,16.114,10.962,17.14,12.41,15.503,16.819,11.34,17.173,17.096,13.345,18.465,474.258,468,0,0
88.24,17.61,11.064,18.352,18.379,12.024,18.681,11.352,16.058,19.437,15.899,15.263,14.163,15.009,12.002,701.0245,13767,0,0
100.02,17.895,12.467,16.597,18.315,10.933,17.874,11.189,14.607,18.04,11.666,14.193,16.679,14.482,16.222,642.118,7792,1,0
146.13,19.229,12.339,17.238,19.48,9.17,18.846,9.125,15.829,18.764,10.892,15.942,16.446,17.058,18.652,514.356,13051,0,0
113.4,17.969,10.225,16.598,16.409,11.067,19.073,10.98,14.969,17.857,13.359,15.363,15.163,13.935,16.704,604.375,821,0,0
130.42,17.614,12.121,17.606,17.154,11.712,18.986,10.839,15.457,19.2115,10.476,16.38,14.096,14.499,17.672,766.338,5285,1,0
132.52,18.687,12.449,15.611,17.477,12.788,16.933,9.878,14.642,18.037,11.717,16.144,15.085,14.969,18.055,701.0245,20845,1,0
177.57,17.493,11.169,17.012,17.858,13.004,19.885,11.809,16.52,17.935,11.9,16.356,15.022,14.117,15.916,829.921,20139,1,0
108.72,17.755,10.926,17.126,18.246,11.951,19.188,12.084,15.341,17.588,10.285,15.042,16.001,16.029,16.436,789.193,17101,0,0
193.65,17.408,13.039,16.199,17.396,13.629,19.472,9.469,16.808,19.815,11.642,16.264,16.641,15.348,17.408,701.0245,18518,1,0
93.36,16.787,11.49,17.227,18.342,12.142,18.868,11.286,16.555,17.799,12.696,15.917,14.136,12.621,17.371,722.969,1538,0,0
195.03,17.378,12.36,18.371,15.146,11.651,18.824,8.962,16.327,22.469,12.079,17.934,16.161,12.096,16.081,703.683,531,0,0
115.35,17.335,12.661,19.589,17.292,10.642,18.008,12.555,16.382,19.071,10.325,15.322,15.841,13.878,17.0,715.649,19994,1,0
114.23,17.062,13.081,16.182,17.405,11.224,19.049,10.521,16.43,18.498,8.206,15.776,16.817,15.693,14.723,693.787,21477,0,0
163.61,16.935,11.646,16.341,16.924,13.171,22.235,11.585,13.673,18.891,13.43,18.15,16.606,15.852,18.863,785.064,8349,0,0
182.62,18.248,12.958,17.562,16.854,11.736,18.459,10.277,16.122,17.406,13.684,15.822,15.376,14.529,16.713,683.567,831,0,0
100.64,16.034,10.375,16.764,15.362,10.367,17.325,9.43,16.127,18.824,12.676,17.01,13.05,13.266,17.944,435.799,1700,0,0
205.58,16.53,10.582,15.871,18.068,9.703,17.448,11.361,16.403,17.309,11.409,16.95,15.821,15.715,14.984,701.0245,6620,1,0
169.57,16.32,13.581,15.531,16.753,12.957,20.336,9.703,17.003,17.766,12.275,15.024,18.726,12.184,19.791,625.657,20525,1,0
143.81,18.824,11.351,16.201,17.853,11.478,18.701,11.705,17.12,18.022,11.717,15.702,17.181,14.483,14.857,624.945,15597,0,0
144.87,15.989,11.1,17.976,17.945,12.232,20.37,11.308,14.254,21.649,14.239,14.563,15.426,11.593,16.599,711.286,7682,0,0
221.53,16.332,11.021,17.306,17.303,13.017,19.802,11.107,16.305,17.631,11.454,15.6285,17.09,13.778,18.643,788.067,2834,1,0
83.73,17.492,13.206,17.265,17.314,12.757,18.568,11.515,15.88,18.774,12.715,16.097,13.442,15.729,17.206,711.387,15464,0,0
214.86,17.016,12.197,16.957,17.412,12.378,19.23,11.915,16.593,18.375,11.566,17.326,16.04,14.256,17.992,705.313,19025,1,0
182.71,17.886,11.279,17.647,18.048,11.491,18.681,10.905,15.34,20.354,10.478,16.305,18.725,13.322,14.712,707.166,35,0,0
200.24,17.699,13.59,15.475,17.595,12.564,19.47,10.231,15.606,21.12,13.258,15.247,16.502,14.287,16.436,687.169,637,0,0
130.28,17.808,11.872,15.614,18.027,10.279,17.62,11.262,16.268,19.41,9.371,16.609,16.04,15.071,16.537,503.613,18079,0,0
121.52,18.45,11.33,17.721,16.808,10.44,19.348,12.017,15.667,21.303,13.418,13.877,13.999,16.424,18.224,698.686,24651,1,0
91.07,17.013,13.103,16.452,15.921,11.855,18.44,12.214,15.264,18.963,11.961,15.313,14.262,15.083,16.21,634.818,12972,0,0
191.59,18.394,11.763,18.956,16.976,12.001,17.884,11.12,14.402,20.332,10.628,15.6285,18.55,14.969,16.436,714.348,3449,1,0
100.48,16.926,11.884,16.17,17.516,12.296,18.481,9.435,16.915,17.916,10.268,15.275,17.929,14.645,14.692,594.86,24,0,0
98.3,17.71,10.226,17.528,18.181,11.919,19.462,9.98,17.339,18.833,13.225,16.473,14.45,12.731,15.756,758.912,877,0,0
161.71,17.303,12.643,17.476,17.679,12.957,17.916,11.37,17.714,19.924,11.56,16.653,17.734,14.969,16.637,684.438,6,1,0
184.14,16.95,11.219,17.509,17.724,10.835,21.078,11.8,13.487,22.261,10.993,15.408,17.171,13.464,14.916,701.0245,22546,0,0
259.87,18.299,10.439,16.491,16.487,13.221,20.366,11.364,14.538,18.935,11.196,15.6,15.655,14.969,16.436,601.13,25515,1,0
126.0,17.628,13.034,17.689,16.061,10.885,20.018,11.546,16.127,18.858,10.571,15.158,16.352,15.459,17.922,779.421,14222,0,0
131.16,19.316,9.893,17.064,19.903,12.647,20.716,13.613,17.683,19.28,11.748,15.986,15.874,16.172,18.113,1100.048,19029,0,0
119.88,18.453,12.786,16.277,17.516,10.668,19.35,11.677,15.904,17.115,12.725,13.598,15.956,15.563,12.768,727.782,26192,0,0
140.33,18.468,12.623,16.847,17.511,13.606,20.858,11.279,15.52,17.337,9.668,13.832,17.645,14.634,13.79,926.611,11354,0,0
105.92,16.36,12.521,17.031,15.371,11.555,18.954,10.746,17.719,19.948,12.034,17.088,15.997,13.826,19.201,673.384,9354,0,0
164.26,17.692,11.817,17.435,18.423,11.69,19.997,13.317,14.728,19.2115,12.796,14.621,16.089,13.852,16.661,762.355,5268,1,0
96.06,18.621,12.882,17.538,17.396,10.278,18.652,12.166,14.997,18.895,10.117,13.854,17.57,18.79,16.58,673.617,747,1,0
69.14,16.149,11.959,17.132,17.633,11.885,19.53,11.463,16.17,18.751,8.451,16.546,19.467,15.084,16.748,712.336,13669,0,0
149.3,17.675,11.135,16.922,17.576,11.584,18.2,10.887,16.81,19.437,12.969,15.809,15.552,12.315,16.436,613.334,5045,0,0
169.05,19.087,12.192,18.037,16.355,10.057,19.482,11.118,17.054,18.645,11.825,16.178,15.715,14.988,15.7,623.976,5728,0,0
92.01,18.62,13.093,15.88,16.459,12.025,20.815,10.704,16.143,21.427,14.273,15.041,16.555,16.801,20.362,764.217,4310,1,0
133.47,19.21,12.304,17.697,15.805,11.061,19.021,10.398,16.307,19.136,10.245,16.188,14.607,14.969,15.001,566.42,18613,0,0
143.37,17.583,13.23,16.129,17.237,12.499,18.834,11.826,14.493,19.441,12.714,15.6285,15.714,17.229,17.031,808.026,5844,0,0
91.8,17.412,8.97,17.506,17.137,10.445,18.033,12.949,16.714,18.668,13.466,15.6285,17.062,13.674,17.47,562.029,17601,0,0
85.04,17.422,11.568,18.595,16.492,13.361,19.495,12.729,16.977,19.2115,13.203,15.081,15.365,14.969,15.516,928.812,14352,0,0
140.89,16.538,11.757,15.896,16.813,10.863,17.6,10.214,15.41,20.886,10.876,15.6285,16.04,15.094,18.266,476.172,780,0,0
115.62,15.67,11.535,16.778,18.385,11.63,19.279,11.407,16.437,17.476,8.668,15.069,16.599,15.59,14.065,750.364,26567,0,0
147.2,17.726,10.466,17.179,17.692,11.794,17.975,11.862,18.356,19.2115,10.917,15.615,15.881,15.203,16.157,576.681,23335,0,0
62.27,17.636,11.742,16.091,18.941,10.867,18.136,11.845,15.162,19.681,9.914,17.803,15.44,12.357,15.55,555.312,13503,0,0
141.98,16.886,12.28,16.027,18.276,10.418,19.647,11.667,16.012,19.2115,11.272,15.384,12.91,14.969,16.186,769.424,22736,0,0
126.28,14.727,12.248,18.292,15.75,10.693,18.827,11.932,14.028,14.277,12.45,14.844,16.578,12.445,14.217,706.57,15872,1,0
183.6,18.401,12.392,17.132,18.762,11.367,18.69,9.325,17.488,19.164,11.717,14.447,16.417,13.123,14.653,590.666,3620,1,0
185.4,17.053,10.96,17.717,16.383,11.833,19.021,12.146,15.591,19.848,12.378,15.958,18.594,15.731,12.575,408.346,23528,1,0
91.93,18.01,11.01,18.302,18.637,12.102,17.76,12.937,17.233,14.564,8.766,15.59,14.075,13.616,17.661,725.91,14498,0,0
193.07,17.648,10.05,17.96,16.078,11.376,19.356,11.167,15.422,20.058,9.742,15.832,15.465,15.011,18.817,741.499,11815,1,0
86.42,19.068,12.781,16.626,16.595,12.487,18.67,12.288,17.08,19.088,11.891,14.913,17.666,14.946,15.959,698.231,13584,0,0
160.38,18.813,13.231,18.08,17.785,12.414,21.023,11.797,15.016,18.499,10.21,15.351,16.865,16.841,16.436,977.754,11933,0,0
131.51,16.82,10.788,15.718,17.613,11.95,17.424,12.789,16.79,18.813,13.962,15.894,16.643,12.455,18.642,486.58,3396,0,0
133.37,18.579,12.907,17.128,16.588,12.666,18.882,12.428,18.187,19.703,12.846,15.046,15.51,14.721,15.925,877.853,7543,0,0
71.54,18.791,11.26,16.483,18.149,14.069,18.568,12.668,15.949,19.536,10.737,14.749,16.04,17.247,14.413,773.347,10819,1,0
168.62,17.292,10.724,17.812,15.712,12.344,18.415,11.94,16.124,18.739,10.951,15.6285,17.579,16.177,17.467,738.817,6542,0,0
156.32,18.295,12.365,16.017,16.947,10.824,19.997,10.925,16.985,19.216,8.247,15.447,16.062,15.801,17.619,602.08,18639,0,0
205.97,18.789,10.719,18.039,17.501,11.006,19.36,10.521,16.07,21.788,10.974,14.955,16.487,14.476,16.128,748.002,2283,0,0
118.25,18.465,13.043,16.275,20.067,11.992,17.245,11.888,15.151,19.2115,13.85,15.6285,17.115,12.691,18.378,778.714,8054,0,0
161.2,17.783,11.747,16.119,17.903,11.598,19.078,12.118,13.475,20.751,11.717,17.409,17.484,17.04,18.11,673.931,7158,0,0
125.93,20.058,12.456,16.083,17.341,11.949,19.929,12.023,16.771,19.2115,8.324,14.209,16.649,14.679,13.449,701.0245,23991,0,0
171.41,18.169,11.497,16.389,17.125,12.643,18.709,11.282,15.328,21.879,15.296,14.154,16.656,16.873,20.075,640.566,4667,0,0
39.45,16.168,11.968,16.264,17.746,13.362,19.021,11.751,14.405,19.584,11.816,15.675,18.02,13.919,17.488,602.053,25146,0,0
71.26,19.17,12.404,17.006,17.735,11.435,19.401,11.153,15.099,20.746,12.614,15.13,13.04,15.986,17.83,707.96,15201,0,0
145.24,17.492,10.895,16.616,16.708,12.31,18.777,11.88,17.221,19.491,12.776,16.232,15.961,14.695,17.715,599.613,21010,0,0
171.12,18.701,13.051,15.891,18.188,10.706,19.641,9.785,18.018,18.56,11.717,14.377,18.353,12.658,17.741,701.0245,16886,0,0
141.83,18.584,10.44,18.428,16.14,11.065,18.408,10.5,17.285,18.65,13.081,15.883,17.263,11.685,16.071,658.758,2961,1,0
101.58,15.99,11.646,18.202,17.971,11.976,18.577,11.85,13.222,20.324,12.122,14.947,14.462,16.396,15.022,755.506,18581,0,0
155.26,18.806,11.733,15.025,17.051,12.875,19.784,11.201,18.465,17.014,11.913,15.6285,16.04,16.488,14.014,696.596,14661,0,0
89.54,17.142,14.004,15.398,18.017,10.061,19.173,10.183,17.288,22.31,16.051,16.918,12.342,14.969,16.775,745.414,24152,0,0
134.68,17.563,11.429,17.721,16.486,11.58,19.469,9.766,15.126,18.481,12.224,14.284,15.858,12.58,15.692,698.455,13694,1,0
83.79,17.787,11.987,17.981,17.944,11.712,18.829,13.032,16.947,19.965,15.268,15.199,15.529,13.648,15.433,825.153,23921,0,0
72.9,17.827,11.499,17.074,19.748,11.162,17.927,10.924,15.48,18.122,11.717,15.469,16.013,12.662,14.628,654.962,4027,0,0
86.58,16.906,10.826,16.702,17.126,11.304,18.404,10.446,15.703,20.757,10.748,15.843,18.557,15.366,16.289,592.416,1877,0,0
178.59,18.813,11.744,17.836,17.941,10.35,19.62,12.888,15.627,19.79,12.927,15.48,17.133,14.067,15.273,765.652,4954,0,0
170.57,16.971,11.596,17.413,18.668,11.17,18.789,10.495,17.141,16.686,11.183,15.6285,17.716,16.378,15.056,645.466,14553,1,0
77.45,19.169,12.495,15.81,17.615,11.2,18.423,10.034,17.195,20.438,11.717,15.6285,15.783,14.969,16.796,576.015,4241,0,0
156.78,16.888,12.211,15.347,17.859,11.424,17.481,11.565,16.861,20.768,9.978,16.632,15.582,16.879,15.222,495.198,18696,1,0
127.82623252279636,17.54,11.085,17.315,17.785,11.854,19.33,11.161,17.511,16.48,11.717,15.82,11.164,12.463,16.436,736.333,12128,0,0
107.03,17.643,11.733,17.756,19.968,11.075,20.574,11.097,14.921,20.314,11.717,17.055,15.228,15.504,15.275,1076.851,26383,0,0
101.59,18.27,14.702,15.928,18.571,11.605,20.69,13.411,11.648,19.2115,12.994,13.93,14.511,16.978,14.645,825.195,18452,0,0
149.73,18.956,12.072,17.378,16.909,12.574,19.692,13.679,18.741,19.046,7.893,15.572,15.78,14.618,16.238,701.0245,18600,0,0
109.89,17.875,11.196,16.923,18.255,11.189,19.021,11.184,12.941,19.435,12.222,15.965,16.799,15.295,16.436,677.446,12924,0,0
